OrthographicRepresentationTraditional,OrthographicRepresentationSimplified,PhonologicalRepresentationJyutping,NumberOfSyllables,PartOfSpeech,HKCACFrequency,HKCACProbability,HKCanCorFrequency,HKCanCorProbability,IARPAFrequency,IARPAProbability,TotalFrequency,TotalProbability,HKFrequency,HKProbability,,,,,,
整埋,整埋,zing2maai4,2,###,0,0.0000000000,0,0.0000000000,17,0.0000204636,17,0.0000161884,0,0.0000000000,,,,,,
聽朝,听朝,ting1ziu1,2,T,0,0.0000000000,1,0.0000083349,17,0.0000204636,18,0.0000171407,1,0.0000045581,,,,,,
通宵,通宵,tung1siu1,2,N,0,0.0000000000,1,0.0000083349,17,0.0000204636,18,0.0000171407,1,0.0000045581,,,,,,
圖書館,图书馆,tou4syu1gun2,3,N,0,0.0000000000,2,0.0000166699,17,0.0000204636,19,0.0000180929,2,0.0000091163,,,,,,
春節,春节,ceon1zit3,2,###,0,0.0000000000,0,0.0000000000,17,0.0000204636,17,0.0000161884,0,0.0000000000,,,,,,
鳩,鸠,gau1,1,###,0,0.0000000000,0,0.0000000000,17,0.0000204636,17,0.0000161884,0,0.0000000000,,,,,,
批發,批发,pai1faat3,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
鞦遊,秋游,cau1jau4,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
五十幾,五十几,m5sap6gei2,3,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
覺風,觉风,gok3fung1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
排骨,排骨,paai4gwat1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
耶,耶,je4,1,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
攞嚟,攞嚟,lo2lai4,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
颱灣,台湾,toi4waan1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
天冷,天冷,tin1laang5,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
港紙,港纸,gong2zi2,2,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
暗瘡,暗疮,am3cong1,2,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
間中,间中,gaan3zung1,2,T,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
骨,骨,gwat1,1,N,0,0.0000000000,3,0.0000250048,16,0.0000192598,19,0.0000180929,3,0.0000136744,,,,,,
廣之旅,广之旅,gong2zi1leoi5,3,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
火車站,火车站,fo2ce1zaam6,3,N,0,0.0000000000,4,0.0000333397,16,0.0000192598,20,0.0000190452,4,0.0000182325,,,,,,
上水,上水,soeng6seoi2,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
阿言,阿言,a3jin4,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
話題,话题,waa6tai4,2,N,0,0.0000000000,4,0.0000333397,16,0.0000192598,20,0.0000190452,4,0.0000182325,,,,,,
球場,球场,kau4coeng4,2,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
釣到,钓到,diu3dou3,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
藍牙,蓝牙,laam4a4,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
報銷,报销,bou3siu1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
拼音,拼音,ping3jam1,2,V,0,0.0000000000,2,0.0000166699,16,0.0000192598,18,0.0000171407,2,0.0000091163,,,,,,
車上,车上,ce1soeng6,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
話齋,话斋,waa6zaai1,2,V,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
牛奶,牛奶,au4laai5,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
凍唔凍,冻唔冻,dung3m4dung3,3,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
年假,年假,lin2ga3,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
麻將,麻将,ma4zoeng3,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
英德,英德,jing1dak1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
錶姐,表姐,biu2ze2,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
化妝,化妆,faa3zong1,2,V,0,0.0000000000,2,0.0000166699,16,0.0000192598,18,0.0000171407,2,0.0000091163,,,,,,
下午茶,下午茶,ha6m5ca4,3,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
牙,牙,ngaa4,1,N,0,0.0000000000,13,0.0001083541,16,0.0000192598,29,0.0000276155,13,0.0000592557,,,,,,
過敏,过敏,go3man5,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
霜,霜,soeng1,1,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
外邊,外边,ngoi6bin6,2,F,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
旅行社,旅行社,leoi5hang4se5,3,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
旺季,旺季,wong6gwai3,2,AN,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
櫃,柜,gwai6,1,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
齣現,出现,ceot1jin6,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
美香,美香,mei5hoeng1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
九號,九号,gau2hou6,2,T,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
屎,屎,si2,1,A,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
教練,教练,gaau3lin6,2,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
後嚟,后嚟,hau6lai4,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
旅行團,旅行团,leoi5hang4tyun4,3,N,0,0.0000000000,1,0.0000083349,16,0.0000192598,17,0.0000161884,1,0.0000045581,,,,,,
小區,小区,siu2keoi1,2,###,0,0.0000000000,0,0.0000000000,16,0.0000192598,16,0.0000152362,0,0.0000000000,,,,,,
噓,嘘,heoi1,1,O,0,0.0000000000,2,0.0000166699,16,0.0000192598,18,0.0000171407,2,0.0000091163,,,,,,
嘥氣,嘥气,saai1hei3,2,V,0,0.0000000000,2,0.0000166699,15,0.0000180561,17,0.0000161884,2,0.0000091163,,,,,,
逛,逛,kwaang3,1,V,0,0.0000000000,3,0.0000250048,15,0.0000180561,18,0.0000171407,3,0.0000136744,,,,,,
揦,揦,laa2,1,V,0,0.0000000000,6,0.0000500096,15,0.0000180561,21,0.0000199975,6,0.0000273488,,,,,,
弟,弟,dai6,1,N,0,0.0000000000,1,0.0000083349,15,0.0000180561,16,0.0000152362,1,0.0000045581,,,,,,
思思,思思,si1si1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
摟,搂,lau3,1,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
營養,营养,jing4joeng5,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
成交量,成交量,sing4gaau1loeng6,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
接送,接送,zip3sung3,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
上來,上来,soeng5lai4,2,V,0,0.0000000000,15,0.0001250240,15,0.0000180561,30,0.0000285678,15,0.0000683720,,,,,,
過唔過嚟,过唔过嚟,go3m4go3lei4,4,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
淮山,淮山,waai4saan1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
阿紅,阿红,a3hung4,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
坐船,坐船,co5syun4,2,V,0,0.0000000000,1,0.0000083349,15,0.0000180561,16,0.0000152362,1,0.0000045581,,,,,,
傢私,家私,ga1si1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
步行街,步行街,bou6hang4gaai1,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
踩車,踩车,caai2ce1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
酒吧,酒吧,zau2ba1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
口音,口音,hau2jam1,2,N,0,0.0000000000,2,0.0000166699,15,0.0000180561,17,0.0000161884,2,0.0000091163,,,,,,
足球場,足球场,zuk1kau4coeng4,3,N,0,0.0000000000,1,0.0000083349,15,0.0000180561,16,0.0000152362,1,0.0000045581,,,,,,
普通話,普通话,pou2tung1waa2,3,N,0,0.0000000000,11,0.0000916842,15,0.0000180561,26,0.0000247588,11,0.0000501395,,,,,,
紮,扎,zaat3,1,Q,0,0.0000000000,1,0.0000083349,15,0.0000180561,16,0.0000152362,1,0.0000045581,,,,,,
自助,自助,zi6zo6,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
織,织,zik1,1,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
去得到,去得到,heoi3dak1dou3,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
籃球場,篮球场,laam4kau4coeng4,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
師奶,师奶,si1naai1,2,N,0,0.0000000000,3,0.0000250048,15,0.0000180561,18,0.0000171407,3,0.0000136744,,,,,,
黃山,黄山,wong4saan1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
補考,补考,bou2haau2,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
餃子,饺子,gaau2zi2,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
過得去,过得去,go3dak1heoi3,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
廿五萬,廿五万,ja6m5maan6,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
麗江,丽江,lai6gong1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
五十萬,五十万,m5sap6maan6,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
漏,漏,lau6,1,D,0,0.0000000000,1,0.0000083349,15,0.0000180561,16,0.0000152362,1,0.0000045581,,,,,,
膽,胆,daam2,1,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
桂城,桂城,gwai3seng2,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
酒樓,酒楼,zau2lau4,2,N,0,0.0000000000,2,0.0000166699,15,0.0000180561,17,0.0000161884,2,0.0000091163,,,,,,
跌倒,跌倒,dit3dou2,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
七公,七公,cat1gung1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
華哥,华哥,wa4go1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
老媽子,老妈子,lou5ma1zi2,3,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
抌,抌,dam2,1,V,0,0.0000000000,3,0.0000250048,15,0.0000180561,18,0.0000171407,3,0.0000136744,,,,,,
燜,焖,man1,1,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
韓國,韩国,hon4gwok3,2,NS,0,0.0000000000,6,0.0000500096,15,0.0000180561,21,0.0000199975,6,0.0000273488,,,,,,
放工,放工,fong3gung1,2,V,0,0.0000000000,3,0.0000250048,15,0.0000180561,18,0.0000171407,3,0.0000136744,,,,,,
主任,主任,zyu2jam6,2,N,0,0.0000000000,4,0.0000333397,15,0.0000180561,19,0.0000180929,4,0.0000182325,,,,,,
江門,江门,gong1mun4,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
蚊紙,蚊纸,man1zi2,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
保修,保修,bou2sau1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
等陣間,等阵间,dang2zan6gaan1,3,T,0,0.0000000000,1,0.0000083349,15,0.0000180561,16,0.0000152362,1,0.0000045581,,,,,,
攞埋,攞埋,lo2maai4,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
品牌,品牌,ban2paai4,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
淤,淤,jyu1,1,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
培正,培正,pui4zing3,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
打包,打包,da2baau1,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
涼茶,凉茶,loeng4ca4,2,###,0,0.0000000000,0,0.0000000000,15,0.0000180561,15,0.0000142839,0,0.0000000000,,,,,,
蜂蜜,蜂蜜,fung1mat6,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
茶葉,茶叶,ca4jip6,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
麵包,面包,min6baau1,2,N,0,0.0000000000,2,0.0000166699,14,0.0000168523,16,0.0000152362,2,0.0000091163,,,,,,
買下,买下,maai5ha2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
室外,室外,sat1oi6,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
四月份,四月份,sei3jyut6fan6,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
醉,醉,zeoi3,1,V,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
雲,云,wan4,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
九韆,九千,gau2cin1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
西樵,西樵,sai1ciu4,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
䀫,䀫,gaap3,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
江西,江西,gong1sai1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
進口,进口,zeon3hau2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
控製,控制,hung3zai3,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
訓醒,训醒,fan3sing2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
乾洗,干洗,gon1sai2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
阿傑,阿杰,a3git6,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
玲姐,玲姐,ling4ze2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
攞唔到,攞唔到,lo2m4dou3,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
熱鬧,热闹,jit6naau6,2,A,0,0.0000000000,3,0.0000250048,14,0.0000168523,17,0.0000161884,3,0.0000136744,,,,,,
步步驚心,步步惊心,bou6bou6geng1sam1,4,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
齣院,出院,ceot1jyun2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
信和,信和,seon3wo2,2,NT,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
藍精靈,蓝精灵,laam4zing1leng4,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
四萬,四万,sei3maan6,2,M,0,0.0000000000,6,0.0000500096,14,0.0000168523,20,0.0000190452,6,0.0000273488,,,,,,
到嚟,到嚟,dou3lai4,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
劑,剂,zai1,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
債,债,zaai3,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
高級,高级,gou1kap1,2,A,0,0.0000000000,5,0.0000416747,14,0.0000168523,19,0.0000180929,5,0.0000227907,,,,,,
大專,大专,daai6zyun1,2,N,0,0.0000000000,2,0.0000166699,14,0.0000168523,16,0.0000152362,2,0.0000091163,,,,,,
番薯,番薯,faan1syu4,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
送貨,送货,sung3fo3,2,V,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
纜車,缆车,laam6ce1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
臭,臭,cau3,1,A,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
雪梨,雪梨,syut3lei4,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
黑仔,黑仔,haak1zai2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
前邊,前边,cin4bin6,2,"T, F",0,0.0000000000,4,0.0000333397,14,0.0000168523,18,0.0000171407,4,0.0000182325,,,,,,
南沙,南沙,laam4sa1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
外省,外省,oi6saang2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
廿四號,廿四号,jaa6sei3hou6,3,T,0,0.0000000000,3,0.0000250048,14,0.0000168523,17,0.0000161884,3,0.0000136744,,,,,,
珍,珍,zan1,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
濕,湿,sap1,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
行下街,行下街,haang4ha2gaai1,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
開通,开通,hoi1tung1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
新市,新市,san1si5,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
菜心,菜心,coi3sam1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
海邊,海边,hoi2bin1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
虧,亏,kwai1,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
廣州市,广州市,gong2zau1si5,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
鼕,冬,dung1,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
廿七,廿七,jaa6cat1,2,M,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
招聘,招聘,ziu1ping3,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
彆墅,别墅,bit6seoi5,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
臘腸,腊肠,laap6coeng4,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
牛,牛,ngau4,1,N,0,0.0000000000,3,0.0000250048,14,0.0000168523,17,0.0000161884,3,0.0000136744,,,,,,
哭,哭,huk1,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
樹,树,syu6,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
缺,缺,kyut3,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
皇上皇,皇上皇,wong4soeng6wong4,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
威,威,wai1,1,A,0,0.0000000000,5,0.0000416747,14,0.0000168523,19,0.0000180929,5,0.0000227907,,,,,,
嗲,嗲,de2,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
研究生,研究生,jin4kau3sang1,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
型號,型号,jing4hou6,2,N,0,0.0000000000,5,0.0000416747,14,0.0000168523,19,0.0000180929,5,0.0000227907,,,,,,
房地産,房地产,fong4dei6caan2,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
丹霞山,丹霞山,daan1ha4saan1,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
芋頭,芋头,wu4tau2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
住宿,住宿,zyu6suk1,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
話事,话事,waa6si6,2,V,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
呔,呔,taai1,1,N,0,0.0000000000,1,0.0000083349,14,0.0000168523,15,0.0000142839,1,0.0000045581,,,,,,
上午,上午,soeng6ng5,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
禮,礼,lai5,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
睇一睇,睇一睇,tai2jat1tai2,3,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
賴,赖,laan5,1,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
材料,材料,coi4liu2,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
寜願,宁愿,ling4jyun6,2,###,0,0.0000000000,0,0.0000000000,14,0.0000168523,14,0.0000133316,0,0.0000000000,,,,,,
攞張,攞张,gan2zoeng1,2,###,0,0.0000000000,0,0.0000000000,13,0.0000156486,13,0.0000123794,0,0.0000000000,,,,,,
落水,落水,lok6seoi2,2,###,0,0.0000000000,0,0.0000000000,13,0.0000156486,13,0.0000123794,0,0.0000000000,,,,,,
白色,白色,baak6sik1,2,N,0,0.0000000000,7,0.0000583445,13,0.0000156486,20,0.0000190452,7,0.0000319069,,,,,,
褪,褪,tan3,1,V,0,0.0000000000,5,0.0000416747,13,0.0000156486,18,0.0000171407,5,0.0000227907,,,,,,
苦,苦,fu2,1,A,0,0.0000000000,2,0.0000166699,13,0.0000156486,15,0.0000142839,2,0.0000091163,,,,,,
阿峰,阿峰,a3fung1,2,###,0,0.0000000000,0,0.0000000000,13,0.0000156486,13,0.0000123794,0,0.0000000000,,,,,,
卅幾,卅几,sa1gei2,2,###,0,0.0000000000,0,0.0000000000,13,0.0000156486,13,0.0000123794,0,0.0000000000,,,,,,
招呼,招唿,ziu1fu1,2,V,0,0.0000000000,4,0.0000333397,13,0.0000156486,17,0.0000161884,4,0.0000182325,,,,,,
章,章,zoeng1,1,Q,0,0.0000000000,9,0.0000750144,13,0.0000156486,22,0.0000209497,9,0.0000410232,,,,,,
早茶,早茶,zou2ca4,2,###,0,0.0000000000,0,0.0000000000,13,0.0000156486,13,0.0000123794,0,0.0000000000,,,,,,
車站,车站,ce1zaam6,2,###,0,0.0000000000,0,0.0000000000,13,0.0000156486,13,0.0000123794,0,0.0000000000,,,,,,
